,L,R,F,M,C
39802,17 days 22:24:00,3.4,4,5893,0.792606482
39803,88 days 00:00:00,3.1333333333333333,7,7517,0.621347612
39804,14 days 09:36:00,5.266666666666667,4,4809,0.971137451
39805,95 days 12:48:00,12.733333333333333,4,7480,0.624251337
39806,22 days 00:00:00,0.43333333333333335,8,6440,0.725
39807,90 days 19:12:00,1.3333333333333333,5,10229,0.456427803
39808,14 days 07:12:00,6.733333333333333,3,7038,0.663333333
39809,55 days 20:00:00,4.9,5,7920,0.58944697
39810,89 days 01:36:00,4.2,11,10246,0.455622682
39811,12 days 16:48:00,2.3333333333333335,5,5839,0.799427984
39812,78 days 12:00:00,6.4,6,6328,0.737610619
39813,31 days 00:48:00,7.733333333333333,5,6520,0.715868098
39814,34 days 18:24:00,9.433333333333334,7,6393,0.73005944
39815,47 days 17:36:00,0.4,5,7421,0.62889907
39816,27 days 05:36:00,6.5,9,7776,0.600172325
39817,19 days 02:24:00,10.333333333333334,5,11148,0.418626659
39818,79 days 00:00:00,3.6333333333333333,7,7465,0.625110516
39819,55 days 02:24:00,0.16666666666666666,3,3905,1.19496799
39820,67 days 06:24:00,12.866666666666667,4,7547,0.618239035
39821,36 days 20:00:00,14.1,3,7521,0.620336391
39822,64 days 11:12:00,7.866666666666666,4,5650,0.825745133
39823,84 days 15:12:00,17.733333333333334,5,9041,0.516026988
39824,16 days 16:48:00,7.133333333333334,5,5325,0.876122066
39825,20 days 12:00:00,2.7,6,7973,0.585055813
39826,71 days 12:00:00,1.9333333333333333,4,7003,0.666073112
39827,66 days 19:12:00,11.1,3,6504,0.717150984
39828,25 days 17:36:00,11.1,4,8292,0.5625
39829,41 days 05:36:00,4.866666666666666,5,11146,0.418456846
39830,101 days 17:36:00,14.466666666666667,3,4664,1.0
39831,70 days 16:00:00,0.9,5,9314,0.500741894
39832,18 days 12:48:00,1.4666666666666666,5,6387,0.730155002
39833,55 days 11:12:00,17.433333333333334,6,6965,0.669526202
39834,43 days 04:00:00,0.7,6,8550,0.545402339
39835,41 days 22:24:00,2.966666666666667,4,7514,0.620597551
39836,18 days 05:36:00,17.766666666666666,2,4103,1.136485498
39837,84 days 07:12:00,17.533333333333335,2,9551,0.488215894
39838,99 days 00:48:00,1.6333333333333333,2,6096,0.76484252
39839,13 days 00:00:00,4.066666666666666,5,6177,0.754783876
39840,48 days 15:12:00,12.8,8,5328,0.875
39841,79 days 10:24:00,6.666666666666667,9,6549,0.711826233
39842,23 days 00:48:00,2.7,5,7792,0.598255903
39843,40 days 18:24:00,8.333333333333334,6,7682,0.606801614
39844,23 days 07:12:00,19.9,10,7617,0.611953525
39845,27 days 05:36:00,15.733333333333333,4,4065,1.146666667
39846,14 days 20:00:00,0.7333333333333333,7,6331,0.736237561
39847,34 days 04:48:00,0.36666666666666664,5,7331,0.635805484
39848,94 days 10:24:00,6.033333333333333,4,11368,0.41
39849,28 days 16:00:00,8.966666666666667,3,6027,0.773333333
39850,43 days 00:48:00,3.7,3,5054,0.922160665
39851,16 days 00:48:00,2.7,7,10397,0.448215831
39852,20 days 19:12:00,0.16666666666666666,7,11085,0.42037438
39853,50 days 11:12:00,2.566666666666667,6,9039,0.515512778
39854,13 days 04:00:00,5.3,7,6674,0.698124064
39855,16 days 15:12:00,12.966666666666667,7,5096,0.914285714
39856,42 days 08:48:00,7.1,3,5823,0.8
39857,40 days 14:24:00,0.06666666666666667,4,7550,0.616982781
39858,41 days 10:24:00,11.766666666666667,3,6076,0.766655695
39859,30 days 08:48:00,4.166666666666667,5,6015,0.77439734
39860,27 days 16:48:00,0.43333333333333335,8,7464,0.624047428
39861,28 days 18:24:00,0.4666666666666667,10,7268,0.640843423
39862,21 days 12:00:00,21.4,3,6912,0.673842593
39863,25 days 16:00:00,4.0,5,7422,0.627527621
39864,99 days 23:12:00,1.5,5,8921,0.522069275
39865,64 days 23:12:00,0.8,5,6932,0.671845066
39866,20 days 01:36:00,9.6,7,6209,0.75
39867,78 days 02:24:00,8.3,6,6834,0.681407668
39868,48 days 21:36:00,16.933333333333334,4,5534,0.841452837
39869,64 days 18:24:00,15.9,3,4656,1.0
39870,30 days 23:12:00,1.1666666666666667,6,5773,0.806507882
39871,110 days 09:36:00,5.033333333333333,4,6524,0.713631208
39872,34 days 12:00:00,0.7,6,6451,0.721689661
39873,21 days 20:00:00,16.766666666666666,4,5501,0.846264316
39874,40 days 00:00:00,2.2666666666666666,6,8953,0.519966492
39875,20 days 00:00:00,7.9,4,6713,0.693439595
39876,15 days 00:48:00,0.13333333333333333,7,9430,0.49359597
39877,15 days 08:00:00,7.066666666666666,3,11082,0.42
39878,30 days 01:36:00,18.9,5,6555,0.71
39879,36 days 00:48:00,21.9,4,5162,0.901549787
39880,96 days 09:36:00,3.6666666666666665,4,7533,0.617747245
39881,106 days 07:12:00,10.333333333333334,4,8890,0.52336333
39882,48 days 08:48:00,6.2,3,6717,0.692666369
39883,51 days 13:36:00,1.8666666666666667,10,9156,0.508095238
39884,64 days 02:24:00,1.6333333333333333,4,5729,0.812023041
39885,21 days 13:36:00,12.4,8,7699,0.604227822
39886,67 days 11:12:00,4.9,7,7444,0.624918055
39887,39 days 13:36:00,9.7,5,7188,0.647164719
39888,20 days 23:12:00,16.366666666666667,3,6822,0.681860158
39889,57 days 18:24:00,9.9,4,6300,0.738334921
39890,43 days 04:00:00,6.733333333333333,5,5016,0.927332536
39891,80 days 23:12:00,0.4,6,8331,0.558324331
39892,56 days 09:36:00,0.8333333333333334,5,6133,0.758387412
39893,97 days 09:36:00,1.0,9,9985,0.465788683
39894,53 days 23:12:00,8.133333333333333,4,6075,0.76557037
39895,38 days 02:24:00,2.1666666666666665,4,5817,0.799499742
39896,24 days 00:00:00,10.966666666666667,5,7424,0.626427802
39897,55 days 12:00:00,5.066666666666666,4,5353,0.868671773
39898,50 days 12:48:00,2.0,7,6525,0.71263295
39899,17 days 21:36:00,2.066666666666667,4,8369,0.555543076
39900,71 days 14:24:00,10.1,3,5803,0.801144236
39901,67 days 22:24:00,3.7666666666666666,9,5994,0.775555556
39902,13 days 05:36:00,12.333333333333334,4,9146,0.508189372
39903,60 days 10:24:00,4.633333333333334,5,10114,0.459536286
39904,43 days 03:12:00,7.466666666666667,3,7487,0.620759984
39905,52 days 12:48:00,10.866666666666667,7,6353,0.731552023
39906,12 days 21:36:00,11.333333333333334,4,5891,0.788813444
39907,17 days 03:12:00,7.4,4,5937,0.782661277
39908,18 days 11:12:00,9.033333333333333,3,5275,0.880849289
39909,40 days 08:48:00,12.066666666666666,3,3158,1.471247625
39910,68 days 13:36:00,14.7,6,4936,0.941247974
39911,31 days 07:12:00,1.9,6,8521,0.545222392
39912,36 days 12:00:00,3.1333333333333333,3,6714,0.691870718
39913,18 days 20:00:00,4.7,5,7804,0.595224244
39914,18 days 04:48:00,7.666666666666667,6,8989,0.516751585
39915,72 days 09:36:00,2.933333333333333,7,6724,0.690791196
39916,33 days 00:48:00,18.433333333333334,7,5599,0.82958564
39917,40 days 17:36:00,2.7333333333333334,5,7736,0.600321872
39918,64 days 05:36:00,0.06666666666666667,4,6564,0.70750457
39919,29 days 21:36:00,6.0,4,7871,0.59000127
39920,91 days 15:12:00,3.8333333333333335,3,7224,0.642807309
39921,97 days 21:36:00,10.4,6,11836,0.392328489
39922,38 days 09:36:00,17.133333333333333,5,7386,0.628689412
39923,15 days 16:48:00,10.866666666666667,4,5232,0.8875
39924,110 days 03:12:00,12.133333333333333,6,6935,0.669545782
39925,47 days 00:48:00,12.933333333333334,6,5196,0.893591224
39926,76 days 15:12:00,1.8666666666666667,5,7921,0.586174725
39927,42 days 00:48:00,0.8666666666666667,6,7144,0.649867021
39928,90 days 08:00:00,7.0,6,6656,0.697495493
39929,17 days 00:00:00,0.4666666666666667,4,6452,0.719463732
39930,17 days 03:12:00,0.03333333333333333,9,10936,0.424436723
39931,15 days 16:00:00,1.0,3,5083,0.91314578
39932,12 days 14:24:00,4.666666666666667,8,5357,0.866348703
39933,44 days 08:00:00,17.866666666666667,7,5974,0.776866421
39934,85 days 20:00:00,6.533333333333333,5,9684,0.479237918
39935,86 days 22:24:00,0.5,5,9666,0.480122077
39936,13 days 05:36:00,10.3,6,5664,0.819314972
39937,14 days 13:36:00,4.333333333333333,7,7306,0.635158774
39938,74 days 23:12:00,9.033333333333333,5,4770,0.972796646
39939,43 days 07:12:00,13.0,4,5740,0.808362369
39940,24 days 01:36:00,12.333333333333334,4,5309,0.873912225
39941,47 days 13:36:00,5.9,7,9130,0.508144578
39942,13 days 20:48:00,6.866666666666666,4,5217,0.889227525
39943,30 days 10:24:00,19.933333333333334,3,5594,0.829281373
39944,70 days 05:36:00,8.233333333333333,6,7682,0.603811507
39945,70 days 15:12:00,5.533333333333333,4,6632,0.699375754
39946,68 days 17:36:00,1.2,5,6198,0.748323653
39947,37 days 05:36:00,4.566666666666666,4,7999,0.579833729
39948,18 days 15:12:00,4.133333333333334,4,8475,0.547176401
39949,38 days 22:24:00,10.133333333333333,5,9218,0.503053808
39950,68 days 12:00:00,3.566666666666667,5,8422,0.550591308
39951,21 days 04:48:00,8.0,5,5919,0.783402602
39952,82 days 16:00:00,1.9,5,5406,0.857739549
39953,103 days 00:00:00,8.466666666666667,4,8591,0.539734606
39954,22 days 14:24:00,0.3,15,7909,0.586195474
39955,17 days 23:12:00,0.7,3,5370,0.863333333
39956,31 days 06:24:00,4.4,4,10685,0.433874591
39957,76 days 02:24:00,15.066666666666666,5,6137,0.755393515
39958,14 days 07:12:00,0.1,3,11789,0.393232675
39959,22 days 08:48:00,7.1,4,5596,0.828395282
39960,34 days 00:00:00,16.433333333333334,3,4635,1.0
39961,16 days 12:00:00,4.733333333333333,7,5155,0.899053346
39962,16 days 18:24:00,12.666666666666666,4,5682,0.815663499
39963,41 days 05:36:00,7.766666666666667,4,6154,0.753048424
39964,106 days 04:48:00,0.5666666666666667,6,13302,0.3483619
39965,53 days 01:36:00,2.066666666666667,2,4726,0.980469742
39966,32 days 12:48:00,9.133333333333333,6,6694,0.692167613
39967,34 days 04:48:00,17.9,3,5528,0.83815123
39968,61 days 20:00:00,8.2,3,5779,0.801737325
39969,85 days 11:12:00,2.466666666666667,5,5803,0.798392211
39970,44 days 21:36:00,18.733333333333334,4,5540,0.836272563
39971,95 days 21:36:00,3.2,8,8631,0.536761673
39972,61 days 08:00:00,0.4666666666666667,5,3217,1.440046627
39973,30 days 07:12:00,2.4,6,5809,0.797491823
39974,25 days 20:00:00,2.8333333333333335,6,8248,0.561634336
39975,78 days 19:12:00,18.266666666666666,4,6311,0.733996197
39976,16 days 04:48:00,7.5,4,4785,0.968066876
39977,35 days 04:48:00,12.266666666666667,5,10499,0.441194399
39978,18 days 15:12:00,5.933333333333334,4,6348,0.729675488
39979,14 days 16:48:00,6.2,4,5931,0.780972854
39980,16 days 16:00:00,0.8666666666666667,7,5179,0.894346399
39981,61 days 03:12:00,9.566666666666666,2,6678,0.693584906
39982,21 days 19:12:00,1.7333333333333334,4,6239,0.742338516
39983,65 days 04:00:00,4.233333333333333,3,6402,0.723333333
39984,23 days 20:48:00,4.033333333333333,3,7810,0.592884763
39985,57 days 14:24:00,4.166666666666667,6,12261,0.377646195
39986,47 days 19:12:00,14.4,6,7716,0.6
39987,101 days 10:24:00,0.2,5,8204,0.564303998
39988,24 days 12:00:00,8.7,4,5219,0.887022418
39989,60 days 07:12:00,3.6,3,6373,0.72636435
39990,27 days 02:24:00,8.833333333333334,3,6647,0.696374304
39991,97 days 09:36:00,6.166666666666667,3,5352,0.864871076
39992,35 days 13:36:00,1.8666666666666667,3,6537,0.70807251
39993,20 days 00:48:00,6.766666666666667,6,5494,0.842480888
39994,87 days 20:48:00,20.433333333333334,3,4759,0.972515234
39995,76 days 02:24:00,7.133333333333334,6,7772,0.595483788
39996,16 days 04:00:00,15.766666666666667,3,5340,0.866666667
39997,17 days 03:12:00,17.1,2,4628,1.0
39998,73 days 20:00:00,9.933333333333334,5,8468,0.546470241
39999,93 days 12:48:00,7.5,3,7547,0.613156221
40000,82 days 20:48:00,3.8666666666666667,3,6010,0.769916805
40001,76 days 20:00:00,0.6333333333333333,3,5087,0.909585217
40002,47 days 12:00:00,3.033333333333333,6,5238,0.883333333
40003,22 days 17:36:00,13.066666666666666,3,3424,1.351270444
40004,81 days 21:36:00,0.06666666666666667,9,7488,0.617777778
40005,48 days 04:48:00,13.266666666666667,6,7651,0.60455496
40006,12 days 23:12:00,0.7666666666666667,6,5789,0.798980826
40007,13 days 08:00:00,1.1666666666666667,4,6419,0.72054993
40008,29 days 11:12:00,2.3333333333333335,6,7241,0.638721171
40009,82 days 14:24:00,5.033333333333333,3,5123,0.902783525
40010,84 days 20:48:00,21.433333333333334,5,7407,0.624389091
40011,39 days 02:24:00,3.4,8,7070,0.654123055
40012,46 days 17:36:00,2.033333333333333,5,5806,0.796526008
40013,28 days 22:24:00,15.5,3,5469,0.845602487
40014,100 days 08:48:00,21.366666666666667,5,5979,0.7734571
40015,14 days 15:12:00,0.26666666666666666,7,6475,0.714058687
40016,34 days 13:36:00,9.733333333333333,4,8040,0.575
40017,12 days 22:24:00,10.7,7,5224,0.884915773
40018,44 days 15:12:00,4.7,13,7540,0.613076923
40019,19 days 13:36:00,15.4,4,7868,0.5875
40020,68 days 00:00:00,0.6666666666666666,5,8508,0.54329102
40021,102 days 12:00:00,4.766666666666667,5,5554,0.832239827
40022,32 days 10:24:00,14.333333333333334,5,7308,0.632478106
40023,47 days 10:24:00,8.833333333333334,3,5875,0.786747234
40024,12 days 10:24:00,1.8,3,10642,0.434288668
40025,34 days 04:48:00,1.4666666666666666,8,8819,0.524058283
40026,82 days 19:12:00,9.3,3,8014,0.576669578
40027,33 days 19:12:00,5.1,5,5062,0.91296128
40028,18 days 23:12:00,8.766666666666667,5,7114,0.649602193
40029,48 days 04:48:00,5.433333333333334,8,5898,0.783494405
40030,16 days 05:36:00,5.7,6,8908,0.518747194
40031,40 days 11:12:00,4.8,7,6807,0.678848244
40032,99 days 09:36:00,4.733333333333333,4,7283,0.634447343
40033,50 days 06:24:00,1.5,6,7285,0.634267673
40034,75 days 08:00:00,3.7,4,6100,0.757454098
40035,84 days 08:48:00,11.666666666666666,4,6200,0.745177419
40036,69 days 04:00:00,20.0,4,5600,0.825
40037,78 days 04:48:00,1.4,8,6761,0.683324952
40038,35 days 00:48:00,5.366666666666666,8,7492,0.616648425
40039,54 days 08:00:00,20.533333333333335,5,6032,0.765865385
40040,15 days 02:24:00,2.5,4,7292,0.633499726
40041,23 days 19:12:00,10.2,4,7209,0.640789291
40042,33 days 06:24:00,0.7666666666666667,4,8366,0.552131246
40043,34 days 13:36:00,7.7,4,5195,0.88907411
40044,46 days 20:00:00,1.5666666666666667,6,7691,0.600501885
40045,36 days 00:48:00,11.366666666666667,7,6531,0.707142857
40046,55 days 12:00:00,0.5,6,7751,0.595777319
40047,30 days 00:48:00,6.9,3,6384,0.723333333
40048,16 days 03:12:00,5.033333333333333,5,7783,0.593303353
40049,15 days 22:24:00,5.4,4,5070,0.910710059
40050,83 days 04:00:00,2.2333333333333334,6,9505,0.485773803
40051,68 days 19:12:00,21.833333333333332,5,8039,0.574350044
40052,25 days 12:48:00,20.066666666666666,5,6655,0.693764087
40053,25 days 01:36:00,2.6,5,7446,0.620020145
40054,58 days 08:48:00,0.8,3,9357,0.493333333
40055,39 days 00:48:00,1.7666666666666666,4,6164,0.748883842
40056,86 days 06:24:00,14.333333333333334,3,6273,0.735868006
40057,44 days 18:24:00,15.9,7,6443,0.716444203
40058,27 days 07:12:00,3.933333333333333,7,9887,0.466872661
40059,87 days 20:48:00,0.6666666666666666,4,7054,0.654374823
40060,48 days 08:00:00,12.1,7,6900,0.668978261
40061,82 days 02:24:00,4.266666666666667,3,6294,0.733333333
40062,13 days 04:00:00,12.466666666666667,3,7387,0.624820631
40063,16 days 00:00:00,2.533333333333333,4,5603,0.823714082
40064,16 days 09:36:00,4.766666666666667,5,5241,0.880551421
40065,69 days 10:24:00,19.7,3,5509,0.837701942
40066,17 days 17:36:00,8.866666666666667,4,5398,0.854879585
40067,34 days 12:00:00,11.366666666666667,6,6486,0.711362936
40068,32 days 08:48:00,1.3,3,6654,0.693333333
40069,83 days 12:00:00,0.4,7,7215,0.639405405
40070,73 days 16:48:00,0.26666666666666666,5,5091,0.906112748
40071,25 days 18:24:00,18.6,5,8065,0.571977681
40072,15 days 20:48:00,0.8666666666666667,3,6209,0.742884522
40073,33 days 09:36:00,1.4666666666666666,5,8860,0.520537246
40074,89 days 12:00:00,4.466666666666667,5,6395,0.721077404
40075,32 days 11:12:00,4.333333333333333,8,7345,0.627784888
40076,41 days 12:48:00,19.466666666666665,4,5003,0.92156706
40077,65 days 14:24:00,20.666666666666668,5,7594,0.607045036
40078,75 days 10:24:00,2.966666666666667,6,7662,0.601645784
40079,71 days 08:00:00,7.966666666666667,5,6453,0.714356113
40080,32 days 10:24:00,0.3333333333333333,7,6522,0.706720331
40081,68 days 15:12:00,2.6,7,7141,0.645440415
40082,43 days 08:48:00,9.833333333333334,6,5598,0.823333333
40083,16 days 06:24:00,5.733333333333333,6,6890,0.668886792
40084,101 days 16:00:00,9.7,6,7914,0.582319939
40085,31 days 10:24:00,6.366666666666666,7,7559,0.609662654
40086,28 days 04:48:00,12.0,4,7412,0.621701295
40087,30 days 09:36:00,11.466666666666667,5,5666,0.813236851
40088,49 days 23:12:00,5.533333333333333,4,6452,0.714122753
40089,50 days 11:12:00,2.4,7,7466,0.617097509
40090,21 days 02:24:00,2.7,4,6405,0.71929274
40091,14 days 16:00:00,10.6,4,9807,0.469771592
40092,19 days 06:24:00,18.966666666666665,2,5420,0.85
40093,102 days 04:48:00,9.966666666666667,4,5471,0.842070919
40094,50 days 13:36:00,1.8,5,6112,0.753733639
40095,36 days 03:12:00,13.633333333333333,4,6106,0.754446446
40096,71 days 13:36:00,10.0,4,8778,0.524733424
40097,69 days 12:00:00,6.7,7,8913,0.516762033
40098,34 days 17:36:00,2.433333333333333,8,7885,0.584012682
40099,99 days 01:36:00,1.2666666666666666,7,6040,0.762288079
40100,18 days 12:48:00,4.333333333333333,4,4987,0.92319631
40101,16 days 22:24:00,16.0,2,7672,0.6
40102,20 days 00:48:00,12.733333333333333,3,11508,0.4
40103,36 days 18:24:00,1.6333333333333333,7,6522,0.705771236
40104,70 days 11:12:00,8.6,7,11167,0.412188591
40105,67 days 04:48:00,1.3,7,8119,0.566922035
40106,69 days 02:24:00,0.1,3,5901,0.78
40107,66 days 00:00:00,3.3666666666666667,2,6781,0.678750922
40108,13 days 05:36:00,0.5,6,4140,1.111666667
40109,28 days 17:36:00,16.433333333333334,5,4971,0.925769463
40110,19 days 08:00:00,2.533333333333333,4,6351,0.724498504
40111,16 days 20:48:00,3.7666666666666666,6,6898,0.667035373
40112,33 days 04:00:00,13.0,5,9124,0.504285401
40113,91 days 19:12:00,3.3,5,7777,0.591621448
40114,84 days 11:12:00,1.0666666666666667,6,5941,0.774401616
40115,46 days 14:24:00,13.833333333333334,4,5807,0.792181849
40116,25 days 16:00:00,16.6,4,8364,0.55
40117,80 days 16:00:00,9.533333333333333,9,6910,0.665714906
40118,22 days 00:48:00,8.3,4,5534,0.831234189
40119,56 days 18:24:00,13.9,7,6961,0.660803046
40120,18 days 04:48:00,3.2666666666666666,3,6674,0.689133953
40121,70 days 07:12:00,1.9333333333333333,3,8609,0.534238588
40122,22 days 07:12:00,15.233333333333333,5,5759,0.79861087
40123,64 days 05:36:00,0.43333333333333335,4,5864,0.784266712
40124,30 days 00:48:00,6.333333333333333,6,7004,0.656580525
40125,27 days 08:48:00,2.533333333333333,4,6615,0.695109599
40126,23 days 13:36:00,0.16666666666666666,6,6621,0.6944525
40127,36 days 19:12:00,7.4,6,6161,0.746250609
40128,17 days 20:00:00,1.9,7,5329,0.862752862
40129,33 days 20:00:00,17.133333333333333,3,5666,0.81143664
40130,15 days 00:00:00,0.16666666666666666,3,6966,0.66
40131,31 days 09:36:00,3.2333333333333334,3,6966,0.66
40132,15 days 03:12:00,0.16666666666666666,4,5068,0.907099448
40133,66 days 03:12:00,0.16666666666666666,7,5289,0.868961997
40134,26 days 20:48:00,17.1,6,5993,0.766827966
40135,23 days 01:36:00,6.366666666666666,3,6414,0.716417212
40136,48 days 18:24:00,4.4,6,7640,0.601431937
40137,50 days 11:12:00,11.633333333333333,4,4709,0.975695477
40138,79 days 10:24:00,8.266666666666667,4,4989,0.920863901
40139,66 days 09:36:00,5.3,3,9480,0.484561181
40140,100 days 20:48:00,1.5,5,5865,0.783205456
40141,20 days 16:00:00,4.7,7,8582,0.535237707
40142,23 days 10:24:00,5.133333333333334,3,6186,0.742442612
40143,15 days 14:24:00,14.2,8,8933,0.514127393
40144,56 days 00:48:00,4.733333333333333,10,7908,0.580758725
40145,103 days 21:36:00,4.0,7,5884,0.780497961
40146,32 days 19:12:00,5.566666666666666,4,6048,0.759300595
40147,26 days 20:00:00,2.0,6,4985,0.921195587
40148,34 days 20:00:00,6.733333333333333,6,4554,1.008333333
40149,53 days 08:48:00,6.4,6,6276,0.731666667
40150,99 days 20:00:00,17.1,6,7955,0.577184161
40151,29 days 11:12:00,22.333333333333332,3,5438,0.844317764
40152,18 days 16:48:00,10.4,4,10124,0.453491703
40153,40 days 00:00:00,20.5,5,5764,0.79647814
40154,23 days 04:00:00,18.533333333333335,4,8956,0.512606074
40155,96 days 05:36:00,1.2666666666666666,3,6139,0.747796058
40156,77 days 06:24:00,0.7,3,6658,0.68949985
40157,15 days 15:12:00,7.333333333333333,5,6803,0.674790534
40158,39 days 02:24:00,21.266666666666666,5,6430,0.713895801
40159,68 days 16:00:00,0.5,4,8462,0.542441503
40160,29 days 09:36:00,8.5,3,6910,0.664263386
40161,56 days 22:24:00,0.03333333333333333,5,9405,0.488
40162,37 days 22:24:00,14.166666666666666,7,6917,0.663495735
